disk_reference,duration,start,channel,title,description,scrid,pcrid
5088162715491648312,900,2007-07-17 15:50:00 +0100,BBC One,Skunk Fu,CBBC. The Art of Rivalry: Rabbit starts his own Kung Fu school. Will Skunk stick with Panda or join Rabbit's school? [S],crid://fp.bbc.co.uk/KCJAO8,crid://fp.bbc.co.uk/SIH5J
5088165292488474911,3600,2007-07-17 16:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5088166580962214698,1500,2007-07-17 16:05:00 +0100,BBC One,Mortified,CBBC. Flag Fall: Taylor becomes image-conscious and starts to worry about her appearance. [S],crid://fp.bbc.co.uk/KCJAVG,crid://fp.bbc.co.uk/SIHFP
5088173023413158707,1800,2007-07-17 16:30:00 +0100,BBC One,Roman Mysteries,"CBBC. The Assassins of Rome. Part 1: Jonathan's birthday is marred by the arrival of his uncle Simian. After upsetting his friends, Jonathan is tricked into going to Rome. [S]",crid://fp.bbc.co.uk/KCJ8DG,crid://fp.bbc.co.uk/4CDKNC
5088173023417353290,2700,2007-07-17 16:30:00 +0100,BBC Two,Ready Steady Cook,Watch Ainsley Harriott and champion chefs Gino D'Acampo and Tony Tobin create a 20-minute masterpiece with a handful of ingredients and a huge amount of talent. [S],crid://fp.bbc.co.uk/KCI4K7,crid://fp.bbc.co.uk/35W283
5088180754354291488,1500,2007-07-17 17:00:00 +0100,BBC One,Sorcerer's Apprentice,CBBC. It's the crack of dawn at magic school and the wannabe magicians are facing their toughest challenge to date. In 24 hours they must entertain an audience of complete strangers. [S],crid://fp.bbc.co.uk/KCJAOS,crid://fp.bbc.co.uk/4CDYB9
5088180754370740503,3600,2007-07-17 17:00:00 +0100,BBC News 24,BBC Five O'Clock News with Huw Edwards,"Presented by Huw Edwards, the BBC Five O'Clock News Hour with in-depth discussions and analysis as well as breaking news.","",""
5088184619829052491,2700,2007-07-17 17:15:00 +0100,BBC Two,The Weakest Link,"Nine contestants must play as a team to build up the prize fund and then act ruthlessly to remain in the game as, round by round, the weakest link is removed. [S]",crid://fp.bbc.co.uk/KCI4K9,crid://fp.bbc.co.uk/1RSI4T
5088187196805235500,600,2007-07-17 17:25:00 +0100,BBC One,Newsround,CBBC. Daily news magazine keeping you up to date on the latest stories and events happening at home and abroad. [S],crid://fp.bbc.co.uk/KCI67I,""
5088189773785613093,1500,2007-07-17 17:35:00 +0100,BBC One,Neighbours,"Assault and Pepper: Mary finally gets Pepper right where she wants her, Elle hardens her heart in the face of Paul's desperation to reclaim his fortune and Carmella supports Elle. [AD,S]",crid://fp.bbc.co.uk/KCI281,crid://fp.bbc.co.uk/4J5CH8
5088196216236557072,1800,2007-07-17 18:00:00 +0100,BBC One,BBC News,"National and international news from the BBC, followed by Weather. [S]",crid://fp.bbc.co.uk/KCI4LN,""
5088196216240751695,1800,2007-07-17 18:00:00 +0100,BBC Two,Eggheads,Dermot Murnaghan hosts the show that pits a team of challengers against the formidable panel of eggheads who have all been television or radio quiz champions. [S],crid://fp.bbc.co.uk/KCICO9,crid://fp.bbc.co.uk/35V8FX
5088196216253006094,1800,2007-07-17 18:00:00 +0100,BBC News 24,BBC Six O'Clock News,National and international news from the BBC.,"",""
5088203947177689873,1800,2007-07-17 18:30:00 +0100,BBC One,BBC London News,The latest stories from the BBC London newsroom. [S] Followed by the national headlines and Weather.,crid://fp.bbc.co.uk/KCI7Z5,""
5088203947181884494,1800,2007-07-17 18:30:00 +0100,BBC Two,Nature's Calendar,Summer. Farmland and Grassland: Chris Packham visits Gilfach farm in Wales. Mike Dilger goes to a wild orchid heaven in Kent and Janet Sumner meets a Gloucestershire man who whistles up badgers. [S],crid://fp.bbc.co.uk/KCJ1EC,crid://fp.bbc.co.uk/LLTC1
5088203947194138920,900,2007-07-17 18:30:00 +0100,BBC News 24,BBC News,Twenty four hours a day: the latest national and international stories as they break. Including Entertainment 24 with the latest showbiz news.,"",""
5088207812664705296,900,2007-07-17 18:45:00 +0100,BBC News 24,Sportsday,A round up of all the day's sports events.,crid://fp.bbc.co.uk/KCIKQC,""
5088211678118822695,1800,2007-07-17 19:00:00 +0100,BBC One,The One Show,"Adrian Chiles presents a magazine series featuring a mix of interviews, topical reports and features from around the UK. [S]",crid://fp.bbc.co.uk/KCIWIS,""
5088211678123017318,3600,2007-07-17 19:00:00 +0100,BBC Two,Addicted to Cheap Shopping?,"Most people believe that prices are rising, but in reality the cost of most consumer goods have been falling over the past 10 years. Libby Potter examines how 'cheap' has changed the world. [S]","",crid://fp.bbc.co.uk/7FOMD
5088211678131078478,3000,2007-07-17 19:00:00 +0100,BBC Three,Doctor Who,"4/13. Daleks in Manhattan: The Doctor finds his oldest enemies at work on top of the Empire State Building when he and Martha travel to 1930s New York. [AD,S]",crid://fp.bbc.co.uk/KCJ6W4,crid://fp.bbc.co.uk/54BW1G
5088211678135271716,3600,2007-07-17 19:00:00 +0100,BBC News 24,News 24 Tonight,"The best of the BBC's journalism from all of the BBC's television outlets. Featuring stories from the One and Six O'Clock News bulletins, Breakfast, BBC World and national and regional newsrooms.","",""
5088211678949032596,1800,2007-07-17 19:00:00 +0100,BBC Four,World News Today,"The latest national and international news, exploring the day's events from a global perspective. Followed by a weather update.",crid://fp.bbc.co.uk/KCI927,""
5088219409059955492,1800,2007-07-17 19:30:00 +0100,BBC One,EastEnders,"Ben and Abi attempt to run away, but how far will they get? Yolande's holiday mood evaporates after a nasty run-in with Jay. The identity of the Walford dognapper is revealed. [AD,S]",crid://fp.bbc.co.uk/KCI195,crid://fp.bbc.co.uk/4D2KEV
5088219409890165386,7500,2007-07-17 19:30:00 +0100,BBC Four,Proms on FOUR,"American Classics: The BBC Symphony Orchestra perform Leonard Bernstein's Second Symphony The Age of Anxiety, Charles Ives' Fourth Symphony and Substratum by British composer Sam Hayden.",crid://fp.bbc.co.uk/KCI84M,crid://fp.bbc.co.uk/4HI3PX
5088224563032966473,600,2007-07-17 19:50:00 +0100,BBC Three,Doctor Who Confidential,A New York Story: Daleks in Manhattan is set in 1930s New York and episode writer Helen Raynor goes Stateside to capture some inspiration. [S] Then 60 Seconds.,crid://fp.bbc.co.uk/KCJ6WQ,crid://fp.bbc.co.uk/1RH8QA
5088227140001088301,3600,2007-07-17 20:00:00 +0100,BBC One,Holby City,"The Long and Winding Road: Just when Chrissie thinks she's found her ideal man, Anton pushes her to the limit. Clifford's day is ruined when his brother Alex tells him his marriage is over. [AD,S]",crid://fp.bbc.co.uk/KCI19K,crid://fp.bbc.co.uk/4D2CFO
5088227140005282902,1800,2007-07-17 20:00:00 +0100,BBC Two,James May's 20th Century,"Body Fantastic: James May discovers just how far he can push his body, and explores some of the most remarkable medical advances over the last hundred years. [AD,S]",crid://fp.bbc.co.uk/KCJARK,crid://fp.bbc.co.uk/3QSC09
5088227140013344071,1800,2007-07-17 20:00:00 +0100,BBC Three,The Real Hustle,"3/8. A team of hustlers try out some notorious scams on the public. Scams include a text message trap, bogus barmaid, and leaving other diners to pick up the bill in a restaurant. [S]","",crid://fp.bbc.co.uk/35W49N
5088227140017537315,3600,2007-07-17 20:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5088234870946415710,1800,2007-07-17 20:30:00 +0100,BBC Two,James May's 20th Century,"Take Cover: James investigates some of the most ingenious ideas to emerge from 20th century warfare. [AD,S]",crid://fp.bbc.co.uk/KCJARK,crid://fp.bbc.co.uk/3QSC0A
5088234870954476875,1800,2007-07-17 20:30:00 +0100,BBC Three,The Real Hustle,4/8. A team of hustlers try out scams on the public. Scams include walking out of a shop with hundreds of pounds of computer software for nothing and a backgammon hustle. [S] Then 60 Seconds.,"",crid://fp.bbc.co.uk/35W49O
5088242601883353894,3600,2007-07-17 21:00:00 +0100,BBC One,Waking the Dead,"Towers of Silence. Part One: A mummified body on a derelict aeroplane leads the team to a similar case and Spence goes undercover to find out the reasons behind these deaths. Adult themes. [AD,S]",crid://fp.bbc.co.uk/KCI7SK,crid://fp.bbc.co.uk/4D2E2B
5088242601887548479,3600,2007-07-17 21:00:00 +0100,BBC Two,The Truth About Food,What we eat can change our lives. This new series enlists 500 volunteers and a team of celebrities to cook up 40 intriguing investigations that explore our inner selves. [S],crid://fp.bbc.co.uk/KCJ2H9,crid://fp.bbc.co.uk/4KU3P6
5088242601895609677,3600,2007-07-17 21:00:00 +0100,BBC Three,Last Man Standing,"4/8. Nagaland: Series in which UK and US adventurers compete against tribal champions. They take on the Sumi, a tribe from northern India. Some strong language. [S] Then 60 Seconds.",crid://fp.bbc.co.uk/KCJ9WG,crid://fp.bbc.co.uk/2FCYWZ
5088242601899802907,3600,2007-07-17 21:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break. Also featuring Entertainment 24 with the latest showbiz news.,"",""
5088250333654696593,1800,2007-07-17 21:30:00 +0100,BBC Four,Sounds of the Seventies,More classic 1970s hits from the BBC's archive.,crid://fp.bbc.co.uk/KCIHM4,crid://fp.bbc.co.uk/WEUXA
5088258063765619475,1500,2007-07-17 22:00:00 +0100,BBC One,BBC Ten O'Clock News,"National and international news, with reports from BBC correspondents worldwide. [S]",crid://fp.bbc.co.uk/KCI4LO,""
5088258063769814078,1800,2007-07-17 22:00:00 +0100,BBC Two,Sensitive Skin,"Forever Jung: Davina's son Orlando returns. Is he trying to pay her back for her affair with a younger man? With Joanna Lumley. Language may offend. [AD,S]",crid://fp.bbc.co.uk/KCIKYO,crid://fp.bbc.co.uk/35V903
5088258063777875268,1800,2007-07-17 22:00:00 +0100,BBC Three,EastEnders,"Ben and Abi attempt to run away, but how far will they get? Yolande's holiday mood evaporates after a nasty run-in with Jay. The identity of the Walford dognapper is revealed. [AD,S]",crid://fp.bbc.co.uk/KCI196,crid://fp.bbc.co.uk/4D2KEV
5088258063782068521,3600,2007-07-17 22:00:00 +0100,BBC News 24,BBC Ten O'Clock News Hour,"The BBC's Ten O'Clock News Hour, including Sportsday at 10.30pm, plus all the day's business and the first review of tomorrow morning's newspapers. [S]",crid://fp.bbc.co.uk/KCIOF4,""
5088258064595829392,3600,2007-07-17 22:00:00 +0100,BBC Four,Life on Mars,"5/8. Series One. Sam and Gene go undercover in a local pub after Sam fears repercussions when a football fan is murdered. Adult themes. [AD,S]",crid://fp.bbc.co.uk/KCJA1J,crid://fp.bbc.co.uk/54BVCB
5088264506216563482,600,2007-07-17 22:25:00 +0100,BBC One,BBC London News,The latest stories from the BBC London newsroom. Followed by the national headlines and Weather. [S],crid://fp.bbc.co.uk/KCI7ZG,""
5088265794710946904,3000,2007-07-17 22:30:00 +0100,BBC Two,Newsnight,In-depth investigation and analysis of the stories behind the day's headlines. [S] Then Weather.,crid://fp.bbc.co.uk/KCI4LK,""
5088265794719008064,1200,2007-07-17 22:30:00 +0100,BBC Three,Family Guy,"Whistle While Your Wife Works: When Peter gets hurt and can't work, his boss tells him that he needs to speed things up, so Lois goes to the brewery to help him out. [S]",crid://fp.bbc.co.uk/KCJ3T0,crid://fp.bbc.co.uk/4J5EG0
5088267083196941109,1800,2007-07-17 22:35:00 +0100,BBC One,Family Wanted,Our Forever Family: Contact is a huge issue within both adoption and foster care. This film demystifies the worries many potential adoptive parents have meeting birth relatives. [S],crid://fp.bbc.co.uk/KCJB2P,crid://fp.bbc.co.uk/53TYF7
5088270948679763272,1500,2007-07-17 22:50:00 +0100,BBC Three,Family Guy,"Prick Up Your Ears: Lois discovers that Chris has been given bad information about sex, so she volunteers to teach a sex-ed class at the high school. [S] Followed by 60 Seconds.",crid://fp.bbc.co.uk/KCJ3T0,crid://fp.bbc.co.uk/4J5EG1
5088273525664334101,1800,2007-07-17 23:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5088273526478094991,1800,2007-07-17 23:00:00 +0100,BBC Four,The Book Quiz,1/5. First in a new series. David Baddiel oversees as Joan Bakewell and Richard Herring face John Simpson and India Knight in a battle to see whose literary knowledge reigns supreme. [S],crid://fp.bbc.co.uk/KCJB6K,crid://fp.bbc.co.uk/35VAGY
5088274814138073910,5700,2007-07-17 23:05:00 +0100,BBC One,Hearts in Atlantis,The story of a boy who befriends an enigmatic lodger renting a room in his mother's family boarding house and learns that the stranger possesses supernatural gifts. With Anthony Hopkins. [2001] [S],"",crid://fp.bbc.co.uk/4J3YAJ
5088277391130707276,3600,2007-07-17 23:15:00 +0100,BBC Three,Last Man Standing,"4/8. Nagaland: Series in which UK and US adventurers compete against tribal champions. They take on the Sumi, a tribe from northern India. Some strong language. [S] Then 60 Seconds.",crid://fp.bbc.co.uk/KCJ9WH,crid://fp.bbc.co.uk/2FCYWZ
5088278679612834907,300,2007-07-17 23:20:00 +0100,BBC Two,Family Wanted Appeal,The Family Wanted campaign aims to encourage people to think about whether they can adopt or foster children. [S],crid://fp.bbc.co.uk/KCJB2Q,crid://fp.bbc.co.uk/53TYOY
5088279968103023703,3600,2007-07-17 23:25:00 +0100,BBC Two,How To Be an Ex Prime Minister,"BBC FOUR on TWO. In the light of Tony Blair's resignation, Michael Cockerell sees how other Prime Ministers have coped with life after Number Ten. With interviews with former premiers. [S]",crid://fp.bbc.co.uk/KCI961,crid://fp.bbc.co.uk/7FOMF
5088281256605466902,1800,2007-07-17 23:30:00 +0100,BBC News 24,HARDtalk,"Stephen Sackur talks to Nicholas Burns, the US Under Secretary of State for political affairs, about whether we are seeing the start of a new Cold War between Russia and the West?",crid://fp.bbc.co.uk/KCJ88H,""
5088281257419227783,5700,2007-07-17 23:30:00 +0100,BBC Four,"Au Hasard, Balthazar","Classic Robert Bresson drama. Following the life of Balthazar, an abused donkey and the parallel life of his first owner, Marie. In French with English Subtitles. Adult themes. [1966, b&w]","",crid://fp.bbc.co.uk/4J32CO
5088288987546599750,1800,2007-07-18 00:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5088292853012972865,1800,2007-07-18 00:15:00 +0100,BBC Three,Two Pints of Lager and...,"...a Packet of Crisps. When Janet Met Johnny: Action-packed flashback to the moment that Janet and Jonny first met on a night out in sunny Runcorn. Language may offend. [AD,S]","",crid://fp.bbc.co.uk/1RSHPC
5088295429985289308,2400,2007-07-18 00:25:00 +0100,BBC Two,Kingdom Hospital,"Death's Kingdom: Mrs Druse recruits other patients to join her at a seance to identify the spirit whose cries continue to haunt the hospital's elevator shafts. [AD,S]",crid://fp.bbc.co.uk/KCICMJ,crid://fp.bbc.co.uk/4J5DHM
5088296718487732555,1800,2007-07-18 00:30:00 +0100,BBC News 24,World Business Report,"From London and New York, World Business Report brings not just the headlines but the explanation behind the headlines and an examination of the trends in technology and the world of business.","",""
5088299295451661103,300,2007-07-18 00:40:00 +0100,BBC One,Weather View,Detailed weather forecast.,crid://fp.bbc.co.uk/KCI7YZ,""
5088300583941849866,3600,2007-07-18 00:45:00 +0100,BBC One,Who Do You Think You Are?,"TV and radio presenter Nicky Campbell was adopted a few days after being born. Having traced his biological parents, Nicky now decides to trace the history of his adoptive family. [AD,S,SL]","",crid://fp.bbc.co.uk/35W3SU
5088300583954105669,1500,2007-07-18 00:45:00 +0100,BBC Three,Two Pints Outtakes,"Outtakes from Two Pints of Lager and a Packet of Crisps, with stars Ralf Little, Sheridan Smith, Will Mellor, Natalie Casey and Kathryn Drysdale telling the stories behind them. Strong language. [S]","",crid://fp.bbc.co.uk/5A5749
5088304449428865341,1800,2007-07-18 01:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5088305737906799687,2400,2007-07-18 01:05:00 +0100,BBC Two,Kingdom Hospital,"Goodbye Kiss: Dr Hook is convinced to help Druse stay in the hospital while she finds the source of the haunting. Meanwhile, a prisoner and his girlfriend plan out a suicide pact. [AD,S]",crid://fp.bbc.co.uk/KCICMJ,crid://fp.bbc.co.uk/4J5DHN
